gene,l1norm,genelen,sampid1,sampid2
1-PB2,18.416392251549087,2301,4-13,3-25
2-PB1,12.108234814512839,2313,4-13,3-25
3-PA,8.067988668555241,2208,4-13,3-25
4-HA,12.552652736600637,1733,4-13,3-25
5-NP,6.0,1507,4-13,3-25
6-NA,10.096696275518156,1437,4-13,3-25
7-M,2.1380113069504487,1003,4-13,3-25
8-NS,10.0,864,4-13,3-25
1-PB2,18.201143410384482,2301,4-13,4-19
2-PB1,6.629068642731552,2314,4-13,4-19
3-PA,8.746948749396825,2208,4-13,4-19
4-HA,12.569761501862454,1734,4-13,4-19
5-NP,8.482758222173832,1507,4-13,4-19
6-NA,12.687637737455509,1437,4-13,4-19
7-M,4.397736268358273,1002,4-13,4-19
8-NS,0.20437169007136397,864,4-13,4-19
1-PB2,19.05594894378308,2301,4-13,2-25
2-PB1,10.348483278311932,2311,4-13,2-25
3-PA,4.632609910087449,2208,4-13,2-25
4-HA,10.29299792532084,1731,4-13,2-25
5-NP,11.419928822402657,1507,4-13,2-25
6-NA,10.339334819769602,1437,4-13,2-25
7-M,4.2366229248148475,1003,4-13,2-25
8-NS,2.0,864,4-13,2-25
1-PB2,18.508361347696734,2301,4-13,2-32
2-PB1,7.180406840344176,2312,4-13,2-32
3-PA,6.123034540114874,2208,4-13,2-32
4-HA,11.002766596043118,1727,4-13,2-32
5-NP,8.0,1507,4-13,2-32
6-NA,8.048309178743962,1437,4-13,2-32
7-M,4.041237113402062,1003,4-13,2-32
8-NS,0.4807752853207399,864,4-13,2-32
1-PB2,19.718620305024068,2301,4-13,6-24
2-PB1,6.5083976889246244,2307,4-13,6-24
3-PA,6.365273804298454,2192,4-13,6-24
4-HA,13.610877402882295,1728,4-13,6-24
5-NP,7.061725288291532,1400,4-13,6-24
6-NA,13.320807122714742,1437,4-13,6-24
7-M,4.041237113402062,1003,4-13,6-24
8-NS,1.359825246773779,864,4-13,6-24
1-PB2,19.24370996376294,2301,4-13,2-20
2-PB1,6.269818201923614,2308,4-13,2-20
3-PA,4.343422588569309,2208,4-13,2-20
4-HA,8.658327814068544,1734,4-13,2-20
5-NP,6.635016795137906,1507,4-13,2-20
6-NA,12.048309178743962,1437,4-13,2-20
7-M,6.041237113402062,1003,4-13,2-20
8-NS,0.19178082191780826,864,4-13,2-20
1-PB2,18.64599444763379,2301,4-13,2-21
2-PB1,6.258644171237988,2308,4-13,2-21
3-PA,6.214526510745257,2206,4-13,2-21
4-HA,10.993589011422094,1734,4-13,2-21
5-NP,6.3711911357340725,1507,4-13,2-21
6-NA,12.390460496939847,1437,4-13,2-21
7-M,4.200946382634514,1002,4-13,2-21
8-NS,2.3553457410677896,864,4-13,2-21
1-PB2,14.276678727601665,2301,4-13,3-22
2-PB1,11.159055605174117,2314,4-13,3-22
3-PA,6.2120564651654115,2208,4-13,3-22
4-HA,12.581658927542312,1680,4-13,3-22
5-NP,10.23180578269668,1507,4-13,3-22
6-NA,10.268869452542921,1437,4-13,3-22
7-M,4.112383358461351,1003,4-13,3-22
8-NS,0.27683396398335675,864,4-13,3-22
1-PB2,18.2935482999304,2301,4-13,3-26
2-PB1,12.29028769794748,2314,4-13,3-26
3-PA,8.350596721292513,2208,4-13,3-26
4-HA,14.366755163120173,1733,4-13,3-26
5-NP,6.068476977567887,1507,4-13,3-26
6-NA,10.218944099378882,1437,4-13,3-26
7-M,2.0412371134020617,1003,4-13,3-26
8-NS,10.0,864,4-13,3-26
1-PB2,18.070671378091873,2301,4-13,2-18
2-PB1,6.108234814512842,2314,4-13,2-18
3-PA,4.067988668555241,2208,4-13,2-18
4-HA,8.577097181045081,1733,4-13,2-18
5-NP,6.047311827956989,1507,4-13,2-18
6-NA,12.048309178743962,1437,4-13,2-18
7-M,6.041237113402062,1003,4-13,2-18
8-NS,0.20287485110936143,864,4-13,2-18
1-PB2,20.38830089416256,2285,4-13,3-13
2-PB1,6.343882519286141,1988,4-13,3-13
3-PA,15.113511531390564,2096,4-13,3-13
4-HA,13.913908283734884,1727,4-13,3-13
5-NP,9.014743222046704,1507,4-13,3-13
6-NA,12.328052024561135,1437,4-13,3-13
7-M,6.180318590647922,1003,4-13,3-13
8-NS,0.12512427045930366,864,4-13,3-13
1-PB2,18.401118301142603,2301,4-13,6-20
2-PB1,6.572077197029922,2234,4-13,6-20
3-PA,6.5001905829719195,2208,4-13,6-20
4-HA,12.993881036195628,1680,4-13,6-20
5-NP,8.21711592281632,1492,4-13,6-20
6-NA,12.494457174891958,1411,4-13,6-20
7-M,4.041237113402062,1003,4-13,6-20
8-NS,0.18965279215848693,864,4-13,6-20
1-PB2,16.373856857115797,2172,4-13,3-1
2-PB1,4.202352461571665,2156,4-13,3-1
3-PA,10.211056413057872,2208,4-13,3-1
4-HA,7.000833282949452,1734,4-13,3-1
5-NP,6.218058504484948,1507,4-13,3-1
6-NA,11.664214720892243,1437,4-13,3-1
7-M,6.041237113402062,1003,4-13,3-1
8-NS,6.22463994837549,864,4-13,3-1
1-PB2,16.070671378091873,2301,4-13,3-29
2-PB1,14.205613091666399,2314,4-13,3-29
3-PA,8.189354028858654,2208,4-13,3-29
4-HA,14.293780139663523,1734,4-13,3-29
5-NP,10.0,1507,4-13,3-29
6-NA,19.90065817203255,1437,4-13,3-29
7-M,6.041237113402062,1003,4-13,3-29
8-NS,4.0,864,4-13,3-29
1-PB2,18.360992833814123,1983,4-13,6-32
2-PB1,4.25622861176037,1644,4-13,6-32
3-PA,4.147275884523552,1921,4-13,6-32
4-HA,6.396362258431505,1399,4-13,6-32
5-NP,6.395671215194542,1262,4-13,6-32
6-NA,10.412286497928449,1305,4-13,6-32
7-M,6.1694422416071895,1000,4-13,6-32
8-NS,0.30412552327996684,768,4-13,6-32
1-PB2,14.153511614778264,2301,4-13,4-9
2-PB1,6.354388660666688,2311,4-13,4-9
3-PA,4.134140818500114,2204,4-13,4-9
4-HA,8.341684331280291,1734,4-13,4-9
5-NP,8.0,1507,4-13,4-9
6-NA,6.08958497611732,1437,4-13,4-9
7-M,4.350441458123376,1002,4-13,4-9
8-NS,0.0,864,4-13,4-9
1-PB2,18.86977686559036,2301,6-17,3-20
2-PB1,18.197375458469523,2280,6-17,3-20
3-PA,9.553045636443064,2208,6-17,3-20
4-HA,21.2414716911724,1687,6-17,3-20
5-NP,10.815467366956371,1507,6-17,3-20
6-NA,10.046632124352332,1437,6-17,3-20
7-M,4.371948015906,1000,6-17,3-20
8-NS,1.1956521739130435,864,6-17,3-20
1-PB2,8.153369279741632,2301,6-17,2-23
2-PB1,8.349407858328723,2311,6-17,2-23
3-PA,2.3538549008941727,2208,6-17,2-23
4-HA,12.335069270235273,1745,6-17,2-23
5-NP,6.237699910827581,1507,6-17,2-23
6-NA,10.125372281832647,1437,6-17,2-23
7-M,0.27252560165443096,1003,6-17,2-23
8-NS,3.1956521739130435,864,6-17,2-23
1-PB2,4.526813178557691,2301,6-17,4-11
2-PB1,4.806698631088875,2311,6-17,4-11
3-PA,2.586796601935071,2208,6-17,4-11
4-HA,13.086823647057091,1745,6-17,4-11
5-NP,4.190744920845561,1507,6-17,4-11
6-NA,6.469891356117425,1437,6-17,4-11
7-M,0.3769397705941997,1002,6-17,4-11
8-NS,1.2375968831599453,864,6-17,4-11
1-PB2,16.448548636953355,2301,6-17,3-25
2-PB1,14.0,2316,6-17,3-25
3-PA,6.161904761904762,2208,6-17,3-25
4-HA,18.69938199270261,1744,6-17,3-25
5-NP,10.074074074074074,1507,6-17,3-25
6-NA,10.095019221126526,1437,6-17,3-25
7-M,2.250663776965736,1003,6-17,3-25
8-NS,11.195652173913043,864,6-17,3-25
1-PB2,0.2332997957887546,2301,6-17,4-19
2-PB1,0.5208338282187104,2318,6-17,4-19
3-PA,2.840864842746347,2208,6-17,4-19
4-HA,0.9842522437904258,1745,6-17,4-19
5-NP,0.5568322962479063,1507,6-17,4-19
6-NA,0.6859606830638783,1437,6-17,4-19
7-M,0.29020081241477497,1002,6-17,4-19
8-NS,1.4000238639844074,864,6-17,4-19
1-PB2,9.08810532918735,2301,6-17,2-25
2-PB1,8.240248463799091,2314,6-17,2-25
3-PA,2.726526003436972,2208,6-17,2-25
4-HA,14.114647816343446,1735,6-17,2-25
5-NP,7.494002896476731,1507,6-17,2-25
6-NA,10.337657765377973,1437,6-17,2-25
7-M,0.34927539483013514,1003,6-17,2-25
8-NS,3.1956521739130435,864,6-17,2-25
1-PB2,8.540517733101007,2301,6-17,2-32
2-PB1,9.072172025831335,2315,6-17,2-32
3-PA,4.2169506334643945,2208,6-17,2-32
4-HA,14.642829185478423,1737,6-17,2-32
5-NP,4.074074074074074,1507,6-17,2-32
6-NA,8.046632124352332,1437,6-17,2-32
7-M,0.15388958341734885,1003,6-17,2-32
8-NS,1.6764274592337833,864,6-17,2-32
1-PB2,1.7507766904283382,2301,6-17,6-24
2-PB1,0.4001628744117829,2310,6-17,6-24
3-PA,0.45918989764797485,2192,6-17,6-24
4-HA,0.9602082850005274,1739,6-17,6-24
5-NP,1.061725288291533,1400,6-17,6-24
6-NA,1.3191300683231122,1437,6-17,6-24
7-M,0.15388958341734885,1003,6-17,6-24
8-NS,2.5554774206868225,864,6-17,6-24
1-PB2,9.275866349167206,2301,6-17,2-20
2-PB1,4.161583387410772,2311,6-17,2-20
3-PA,2.5053273504740714,2208,6-17,2-20
4-HA,8.238151359679147,1745,6-17,2-20
5-NP,2.70909086921198,1507,6-17,2-20
6-NA,4.046632124352332,1437,6-17,2-20
7-M,2.1538895834173486,1003,6-17,2-20
8-NS,1.3874329958308518,864,6-17,2-20
1-PB2,8.67815083303806,2301,6-17,2-21
2-PB1,4.150409356725146,2311,6-17,2-21
3-PA,4.308442604094778,2206,6-17,2-21
4-HA,11.10243664758637,1745,6-17,2-21
5-NP,2.445265209808146,1507,6-17,2-21
6-NA,4.388783442548219,1437,6-17,2-21
7-M,0.22600761177388978,1002,6-17,2-21
8-NS,3.550997914980833,864,6-17,2-21
1-PB2,4.434136317825211,2301,6-17,3-22
2-PB1,9.050820790661275,2318,6-17,3-22
3-PA,4.305972558514931,2208,6-17,3-22
4-HA,14.996149669470284,1681,6-17,3-22
5-NP,6.305879856770753,1507,6-17,3-22
6-NA,10.267192398151293,1437,6-17,3-22
7-M,0.22503582847663745,1003,6-17,3-22
8-NS,1.4724861378964005,864,6-17,3-22
1-PB2,16.32570468533467,2301,6-17,3-26
2-PB1,14.18205288343464,2318,6-17,3-26
3-PA,6.444512814642034,2208,6-17,3-26
4-HA,18.732476916542616,1737,6-17,3-26
5-NP,10.142551051641961,1507,6-17,3-26
6-NA,10.217267044987253,1437,6-17,3-26
7-M,2.153889583417349,1003,6-17,3-26
8-NS,11.195652173913043,864,6-17,3-26
1-PB2,8.102827763496144,2301,6-17,2-18
2-PB1,4.0,2318,6-17,2-18
3-PA,2.1619047619047618,2208,6-17,2-18
4-HA,8.31938199270261,1741,6-17,2-18
5-NP,2.1213859020310633,1507,6-17,2-18
6-NA,4.046632124352332,1437,6-17,2-18
7-M,2.1538895834173486,1003,6-17,2-18
8-NS,1.398527025022405,864,6-17,2-18
1-PB2,10.42045727956683,2285,6-17,3-13
2-PB1,4.235647704773299,1988,6-17,3-13
3-PA,13.207427624740086,2096,6-17,3-13
4-HA,13.795819095757988,1737,6-17,3-13
5-NP,5.088817296120778,1507,6-17,3-13
6-NA,4.326374970169507,1437,6-17,3-13
7-M,2.2929710606632097,1003,6-17,3-13
8-NS,1.320776444372347,864,6-17,3-13
1-PB2,0.43327468654687273,2301,6-17,6-20
2-PB1,0.46384238251708143,2234,6-17,6-20
3-PA,0.5941066763214413,2208,6-17,6-20
4-HA,0.8757918482187297,1684,6-17,6-20
5-NP,0.2911899968903946,1492,6-17,6-20
6-NA,0.4927801205003278,1411,6-17,6-20
7-M,0.15388958341734885,1003,6-17,6-20
8-NS,1.3853049660715304,864,6-17,6-20
1-PB2,14.406013242520064,2172,6-17,3-1
2-PB1,6.094117647058823,2159,6-17,3-1
3-PA,8.440949843517876,2208,6-17,3-1
4-HA,12.350164165067683,1745,6-17,3-1
5-NP,10.292132578559022,1507,6-17,3-1
6-NA,11.662537666500612,1437,6-17,3-1
7-M,6.1538895834173495,1003,6-17,3-1
8-NS,7.420292122288533,864,6-17,3-1
1-PB2,6.102827763496144,2301,6-17,3-29
2-PB1,12.097378277153558,2318,6-17,3-29
3-PA,6.283270122208176,2208,6-17,3-29
4-HA,14.708270881591499,1745,6-17,3-29
5-NP,6.074074074074074,1507,6-17,3-29
6-NA,11.898981117640922,1437,6-17,3-29
7-M,2.1538895834173486,1003,6-17,3-29
8-NS,5.195652173913043,864,6-17,3-29
1-PB2,10.39314921921839,1983,6-17,6-32
2-PB1,4.193448342702074,1644,6-17,6-32
3-PA,2.309180646428313,1921,6-17,6-32
4-HA,6.278273070454609,1399,6-17,6-32
5-NP,4.395671215194542,1262,6-17,6-32
6-NA,4.410609443536817,1305,6-17,6-32
7-M,2.128205128205128,1000,6-17,6-32
8-NS,1.4997776971930104,768,6-17,6-32
1-PB2,4.185668000182535,2301,6-17,4-9
2-PB1,4.246153846153846,2314,6-17,4-9
3-PA,2.228056911849635,2204,6-17,4-9
4-HA,12.756175073208265,1745,6-17,4-9
5-NP,4.074074074074074,1507,6-17,4-9
6-NA,6.08790792172569,1437,6-17,4-9
7-M,0.24290600217987746,1002,6-17,4-9
8-NS,1.1956521739130435,864,6-17,4-9
1-PB2,19.01398106104344,2301,3-20,6-22
2-PB1,18.362929303229283,2280,3-20,6-22
3-PA,9.65925368562633,2208,3-20,6-22
4-HA,22.24114337164053,1687,3-20,6-22
5-NP,10.819185011828342,1507,3-20,6-22
6-NA,10.164041873693293,1437,3-20,6-22
7-M,4.371948015906,1000,3-20,6-22
8-NS,0.0,835,3-20,6-22
1-PB2,18.817490618339704,2301,3-20,2-23
2-PB1,22.546783316798244,2280,3-20,2-23
3-PA,7.583091013527714,2208,3-20,2-23
4-HA,17.00615304437852,1687,3-20,2-23
5-NP,12.905019129635802,1507,3-20,2-23
6-NA,8.078740157480315,1437,3-20,2-23
7-M,4.490584034143081,1000,3-20,2-23
8-NS,2.0,864,3-20,2-23
1-PB2,15.190934517155766,2301,3-20,4-11
2-PB1,19.004074089558397,2280,3-20,4-11
3-PA,7.816032714568612,2208,3-20,4-11
4-HA,16.91175357504649,1687,3-20,4-11
5-NP,10.803169354658356,1507,3-20,4-11
6-NA,4.423259231765092,1437,3-20,4-11
7-M,4.600132365600776,1000,3-20,4-11
8-NS,0.04194470924690183,864,3-20,4-11
1-PB2,19.112669975551427,2301,3-20,3-25
2-PB1,24.19737545846953,2280,3-20,3-25
3-PA,11.3911408745383,2208,3-20,3-25
4-HA,20.897645254025345,1686,3-20,3-25
5-NP,9.081262573928047,1507,3-20,3-25
6-NA,8.048387096774192,1437,3-20,3-25
7-M,2.4687222094543864,1000,3-20,3-25
8-NS,10.0,864,3-20,3-25
1-PB2,18.89742113438683,2301,3-20,4-19
2-PB1,18.718209286688232,2280,3-20,4-19
3-PA,11.846256673141445,2208,3-20,4-19
4-HA,20.809182171779828,1687,3-20,4-19
5-NP,11.224151515056127,1507,3-20,4-19
6-NA,10.639328558711545,1437,3-20,4-19
7-M,4.478447170862211,1000,3-20,4-19
8-NS,0.20437169007136397,864,3-20,4-19
1-PB2,19.752226667785422,2301,3-20,2-25
2-PB1,22.437623922268614,2280,3-20,2-25
3-PA,7.955762116070512,2208,3-20,2-25
4-HA,18.63799044274555,1687,3-20,2-25
5-NP,13.31046636956368,1507,3-20,2-25
6-NA,8.29102564102564,1437,3-20,2-25
7-M,4.567333827318786,1000,3-20,2-25
8-NS,2.0,864,3-20,2-25
1-PB2,19.204639071699077,2301,3-20,2-32
2-PB1,19.26954748430086,2280,3-20,2-32
3-PA,9.446186746097936,2208,3-20,2-32
4-HA,19.34775911346783,1682,3-20,2-32
5-NP,10.741393292882297,1507,3-20,2-32
6-NA,6.0,1437,3-20,2-32
7-M,4.371948015906,1000,3-20,2-32
8-NS,0.4807752853207399,864,3-20,2-32
1-PB2,20.41489802902641,2301,3-20,6-24
2-PB1,18.597538332881307,2280,3-20,6-24
3-PA,9.688426010281514,2192,3-20,6-24
4-HA,21.955869920307002,1687,3-20,6-24
5-NP,11.803118581173827,1400,3-20,6-24
6-NA,11.27249794397078,1437,3-20,6-24
7-M,4.371948015906,1000,3-20,6-24
8-NS,1.359825246773779,864,3-20,6-24
1-PB2,19.93998768776528,2301,3-20,2-20
2-PB1,18.358958845880302,2280,3-20,2-20
3-PA,7.7345634631076114,2208,3-20,2-20
4-HA,15.003320331493251,1687,3-20,2-20
5-NP,9.376410088020203,1507,3-20,2-20
6-NA,10.0,1437,3-20,2-20
7-M,6.371948015906,1000,3-20,2-20
8-NS,0.19178082191780824,864,3-20,2-20
1-PB2,19.342272171636136,2301,3-20,2-21
2-PB1,18.34778481519467,2280,3-20,2-21
3-PA,9.53767871672832,2206,3-20,2-21
4-HA,19.239816096748037,1687,3-20,2-21
5-NP,9.112584428616367,1507,3-20,2-21
6-NA,10.342151318195887,1437,3-20,2-21
7-M,4.5316572851384525,1000,3-20,2-21
8-NS,2.3553457410677896,864,3-20,2-21
1-PB2,14.85521968173974,2301,3-20,3-22
2-PB1,23.248196249130803,2280,3-20,3-22
3-PA,9.535208671148473,2208,3-20,3-22
4-HA,18.634412930793022,1667,3-20,3-22
5-NP,12.973199075578973,1507,3-20,3-22
6-NA,8.220560273798961,1437,3-20,3-22
7-M,4.443094260965287,1000,3-20,3-22
8-NS,0.27683396398335675,864,3-20,3-22
1-PB2,18.989826023932746,2301,3-20,3-26
2-PB1,24.379428341904173,2280,3-20,3-26
3-PA,11.673748927275573,2208,3-20,3-26
4-HA,22.711747680544878,1687,3-20,3-26
5-NP,9.149739551495934,1507,3-20,3-26
6-NA,8.170634920634921,1437,3-20,3-26
7-M,2.371948015906,1000,3-20,3-26
8-NS,10.0,864,3-20,3-26
1-PB2,18.766949102094216,2301,3-20,2-18
2-PB1,18.197375458469523,2280,3-20,2-18
3-PA,7.391140874538302,2208,3-20,2-18
4-HA,14.92208969846979,1687,3-20,2-18
5-NP,8.788705120839284,1507,3-20,2-18
6-NA,10.0,1437,3-20,2-18
7-M,6.371948015906,1000,3-20,2-18
8-NS,0.20287485110936143,864,3-20,2-18
1-PB2,21.084578618164908,2285,3-20,3-13
2-PB1,18.079192241045106,1964,3-20,3-13
3-PA,18.436663737373625,2096,3-20,3-13
4-HA,20.206114877405923,1680,3-20,3-13
5-NP,11.756136514928999,1507,3-20,3-13
6-NA,10.279742845817177,1437,3-20,3-13
7-M,6.51102949315186,1000,3-20,3-13
8-NS,0.12512427045930366,864,3-20,3-13
1-PB2,19.097396025144945,2301,3-20,6-20
2-PB1,18.661217840986605,2223,3-20,6-20
3-PA,9.823342788954982,2208,3-20,6-20
4-HA,21.0994209632,1654,3-20,6-20
5-NP,10.958509215698616,1492,3-20,6-20
6-NA,10.446147996147996,1411,3-20,6-20
7-M,4.371948015906,1000,3-20,6-20
8-NS,0.18965279215848693,864,3-20,6-20
1-PB2,16.98592405480235,2172,3-20,3-1
2-PB1,16.291493105528346,2159,3-20,3-1
3-PA,13.670185956151416,2208,3-20,3-1
4-HA,15.345825800374161,1687,3-20,3-1
5-NP,9.299321078412996,1507,3-20,3-1
6-NA,9.61590554214828,1437,3-20,3-1
7-M,6.371948015906,1000,3-20,3-1
8-NS,6.22463994837549,864,3-20,3-1
1-PB2,16.766949102094213,2301,3-20,3-29
2-PB1,26.29475373562308,2280,3-20,3-29
3-PA,11.512506234841714,2208,3-20,3-29
4-HA,22.533200809580894,1687,3-20,3-29
5-NP,12.741393292882295,1507,3-20,3-29
6-NA,17.85234899328859,1437,3-20,3-29
7-M,6.371948015906,1000,3-20,3-29
8-NS,4.0,864,3-20,3-29
1-PB2,18.97306003150068,1983,3-20,6-32
2-PB1,16.107120097467888,1630,3-20,6-32
3-PA,7.250091798036389,1921,3-20,6-32
4-HA,12.587008568414605,1382,3-20,6-32
5-NP,9.059545128231877,1262,3-20,6-32
6-NA,8.363977319184487,1305,3-20,6-32
7-M,6.500153144111128,1000,3-20,6-32
8-NS,0.30412552327996684,768,3-20,6-32
1-PB2,14.849789338780607,2301,3-20,4-9
2-PB1,18.443529304623368,2280,3-20,4-9
3-PA,7.457293024483175,2204,3-20,4-9
4-HA,16.581105001197667,1687,3-20,4-9
5-NP,10.741393292882295,1507,3-20,4-9
6-NA,4.041275797373358,1437,3-20,4-9
7-M,4.456662564708946,1000,3-20,4-9
8-NS,0.0,864,3-20,4-9
1-PB2,8.297573475194707,2301,6-22,2-23
2-PB1,8.514961703088481,2311,6-22,2-23
3-PA,2.460062950077439,2208,6-22,2-23
4-HA,13.334740950703406,1734,6-22,2-23
5-NP,6.241417555699554,1507,6-22,2-23
6-NA,10.242782031173608,1437,6-22,2-23
7-M,0.6217557005966965,1002,6-22,2-23
8-NS,2.0,835,6-22,2-23
1-PB2,4.671017374010766,2301,6-22,4-11
2-PB1,4.972252475848635,2311,6-22,4-11
3-PA,2.6930046511183376,2208,6-22,4-11
4-HA,14.086495327525224,1734,6-22,4-11
5-NP,4.194462565717536,1507,6-22,4-11
6-NA,6.587301105458388,1437,6-22,4-11
7-M,0.3302037569856231,1001,6-22,4-11
8-NS,0.04194470924690183,835,6-22,4-11
1-PB2,16.59275283240643,2301,6-22,3-25
2-PB1,14.165553844759758,2316,6-22,3-25
3-PA,6.268112811088026,2208,6-22,3-25
4-HA,19.699053673170738,1733,6-22,3-25
5-NP,10.077791718946047,1507,6-22,3-25
6-NA,10.212428970467489,1437,6-22,3-25
7-M,2.599893875908001,1002,6-22,3-25
8-NS,8.0,835,6-22,3-25
1-PB2,0.37750399124183087,2301,6-22,4-19
2-PB1,0.6863876729784693,2318,6-22,4-19
3-PA,2.9470728919296136,2208,6-22,4-19
4-HA,1.9839239242585591,1734,6-22,4-19
5-NP,0.5605499411198799,1507,6-22,4-19
6-NA,0.9170067960412045,1437,6-22,4-19
7-M,0.1735723256879188,1001,6-22,4-19
8-NS,0.15850013043833644,835,6-22,4-19
1-PB2,9.232309524640426,2301,6-22,2-25
2-PB1,8.40580230855885,2314,6-22,2-25
3-PA,2.8327340526202383,2208,6-22,2-25
4-HA,15.114319496811579,1733,6-22,2-25
5-NP,7.497720541348705,1507,6-22,2-25
6-NA,10.455067514718934,1437,6-22,2-25
7-M,0.6985054937724007,1002,6-22,2-25
8-NS,2.0,835,6-22,2-25
1-PB2,8.684721928554083,2301,6-22,2-32
2-PB1,9.237725870591094,2315,6-22,2-32
3-PA,4.323158682647661,2208,6-22,2-32
4-HA,15.642500865946559,1729,6-22,2-32
5-NP,4.077791718946048,1507,6-22,2-32
6-NA,8.164041873693295,1437,6-22,2-32
7-M,0.5031196823596145,1002,6-22,2-32
8-NS,0.4807752853207399,835,6-22,2-32
1-PB2,1.8949808858814146,2301,6-22,6-24
2-PB1,0.5657167191715418,2310,6-22,6-24
3-PA,0.5653979468312413,2192,6-22,6-24
4-HA,1.583945006119067,1728,6-22,6-24
5-NP,1.1395170072375806,1400,6-22,6-24
6-NA,1.5501761813004387,1437,6-22,6-24
7-M,0.5031196823596145,1002,6-22,6-24
8-NS,1.359825246773779,835,6-22,6-24
1-PB2,9.420070544620282,2301,6-22,2-20
2-PB1,4.327137232170531,2311,6-22,2-20
3-PA,2.611535399657338,2208,6-22,2-20
4-HA,9.23782304014728,1734,6-22,2-20
5-NP,2.7128085140839535,1507,6-22,2-20
6-NA,4.277678237329658,1437,6-22,2-20
7-M,2.503119682359614,1002,6-22,2-20
8-NS,0.19178082191780826,835,6-22,2-20
1-PB2,8.822355028491137,2301,6-22,2-21
2-PB1,4.315963201484905,2311,6-22,2-21
3-PA,4.414650653278044,2206,6-22,2-21
4-HA,12.102108328054502,1734,6-22,2-21
5-NP,2.4489828546801196,1507,6-22,2-21
6-NA,4.619829555525545,1437,6-22,2-21
7-M,0.4767824399641607,1001,6-22,2-21
8-NS,2.3553457410677896,835,6-22,2-21
1-PB2,4.578340513278287,2301,6-22,3-22
2-PB1,9.216374635421039,2318,6-22,3-22
3-PA,4.412180607698198,2208,6-22,3-22
4-HA,15.995821349938414,1680,6-22,3-22
5-NP,6.309597501642727,1507,6-22,3-22
6-NA,10.384602147492254,1437,6-22,3-22
7-M,0.5742659274189029,1002,6-22,3-22
8-NS,0.27683396398335675,835,6-22,3-22
1-PB2,16.469908880787745,2301,6-22,3-26
2-PB1,14.347606728194398,2318,6-22,3-26
3-PA,6.550720863825301,2208,6-22,3-26
4-HA,19.73214859701075,1733,6-22,3-26
5-NP,10.146268696513934,1507,6-22,3-26
6-NA,10.334676794328214,1437,6-22,3-26
7-M,2.5031196823596145,1002,6-22,3-26
8-NS,8.0,835,6-22,3-26
1-PB2,8.24703195894922,2301,6-22,2-18
2-PB1,4.165553844759759,2318,6-22,2-18
3-PA,2.268112811088028,2208,6-22,2-18
4-HA,9.319053673170743,1734,6-22,2-18
5-NP,2.125103546903037,1507,6-22,2-18
6-NA,4.277678237329658,1437,6-22,2-18
7-M,2.503119682359614,1002,6-22,2-18
8-NS,0.20287485110936143,835,6-22,2-18
1-PB2,10.564661475019909,2285,6-22,3-13
2-PB1,4.352636428120255,1988,6-22,3-13
3-PA,13.313635673923349,2096,6-22,3-13
4-HA,13.793227763905275,1727,6-22,3-13
5-NP,5.092534940992752,1507,6-22,3-13
6-NA,4.557421083146833,1437,6-22,3-13
7-M,2.642201159605475,1002,6-22,3-13
8-NS,0.12512427045930366,835,6-22,3-13
1-PB2,0.5774788819999489,2301,6-22,6-20
2-PB1,0.6293962272768403,2234,6-22,6-20
3-PA,0.7003147255047079,2208,6-22,6-20
4-HA,0.8732005163660179,1683,6-22,6-20
5-NP,0.29490764176236817,1492,6-22,6-20
6-NA,0.7238262334776544,1411,6-22,6-20
7-M,0.5031196823596145,1002,6-22,6-20
8-NS,0.18965279215848693,835,6-22,6-20
1-PB2,14.55021743797314,2172,6-22,3-1
2-PB1,6.259671491818582,2159,6-22,3-1
3-PA,8.547157892701142,2208,6-22,3-1
4-HA,13.28566822399383,1734,6-22,3-1
5-NP,10.295850223430994,1507,6-22,3-1
6-NA,11.779947415841576,1437,6-22,3-1
7-M,6.503119682359615,1002,6-22,3-1
8-NS,6.22463994837549,835,6-22,3-1
1-PB2,6.24703195894922,2301,6-22,3-29
2-PB1,12.262932121913316,2318,6-22,3-29
3-PA,6.389478171391442,2208,6-22,3-29
4-HA,15.707942562059632,1734,6-22,3-29
5-NP,6.077791718946048,1507,6-22,3-29
6-NA,12.130027230618248,1437,6-22,3-29
7-M,2.503119682359614,1002,6-22,3-29
8-NS,4.0,835,6-22,3-29
1-PB2,10.4385879825727,1983,6-22,6-32
2-PB1,4.359002187461833,1644,6-22,6-32
3-PA,2.4153886956115795,1921,6-22,6-32
4-HA,6.275681738601897,1399,6-22,6-32
5-NP,4.47346293414059,1262,6-22,6-32
6-NA,4.480186211905265,1305,6-22,6-32
7-M,2.128205128205128,1000,6-22,6-32
8-NS,0.30412552327996684,754,6-22,6-32
1-PB2,4.329872195635611,2301,6-22,4-9
2-PB1,4.411707690913605,2314,6-22,4-9
3-PA,2.3342649610329014,2204,6-22,4-9
4-HA,13.755846753676398,1734,6-22,4-9
5-NP,4.077791718946048,1507,6-22,4-9
6-NA,6.205317671066653,1437,6-22,4-9
7-M,0.1772979236162866,1001,6-22,4-9
8-NS,0.0,835,6-22,4-9
1-PB2,4.474526931307034,2301,2-23,4-11
2-PB1,5.156106489417598,2311,2-23,4-11
3-PA,0.6168419790197204,2208,2-23,4-11
4-HA,4.851505000263215,1745,2-23,4-11
5-NP,2.2802966835249934,1507,2-23,4-11
6-NA,4.501999389245408,1437,2-23,4-11
